"cell","composite","control_id","data_type","data_version","date_resubmitted","date_submitted","date_unrestricted","dcc_accession","geo_sample_accession","grant","lab","lab_version","md5sum","obj_status","orig_assembly","project","replicate","size","sub_id","table_name","treatment","type","view","filename","fname","url"
"HeLa-S3","wgEncodeOpenChromFaire","HeLa-S3/Input","FaireSeq","ENCODE June 2010 Freeze",#2010-06-18#,#2009-03-22#,#2009-12-22#,"wgEncodeEH000587","GSM864356","Crawford","UNC","baseAlignCounts.pl v 1","6a1bbdeaa755a8aa1b47dfd226852786",,"hg18","wgEncode",,"1.3G",1611,"wgEncodeOpenChromFaireHelas3Ifna4hBaseOverlapSignal","IFNa4h","bigWig","Base_Overlap_Signal","wgEncodeOpenChromFaireHelas3Ifna4hBaseOverlapSignal.bigWig","wgEncodeOpenChromFaireHelas3Ifna4hBaseOverlapSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromFaire/wgEncodeOpenChromFaireHelas3Ifna4hBaseOverlapSignal.bigWig"
"HeLa-S3","wgEncodeOpenChromFaire","HeLa-S3/Input","FaireSeq","ENCODE June 2010 Freeze",#2010-06-18#,#2009-12-20#,#2010-09-20#,"wgEncodeEH000587","GSM864356","Crawford","UNC","p-value cutoff: 0.05","06aeeee3628cb6669aec375705c515b9",,"hg18","wgEncode",,"4.1M",1611,"wgEncodeOpenChromFaireHelas3Ifna4hPk","IFNa4h","narrowPeak","Peaks","wgEncodeOpenChromFaireHelas3Ifna4hPk.narrowPeak.gz","wgEncodeOpenChromFaireHelas3Ifna4hPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromFaire/wgEncodeOpenChromFaireHelas3Ifna4hPk.narrowPeak.gz"
"HeLa-S3","wgEncodeOpenChromFaire","HeLa-S3/Input","FaireSeq","ENCODE June 2010 Freeze",#2010-06-18#,#2009-03-22#,#2009-12-22#,"wgEncodeEH000587","GSM864356","Crawford","UNC","fseq v 1.84, iff_HelaS3","0f7ced129ffbc6df3fa0812eaa511aca",,"hg18","wgEncode",,"2.9G",1611,"wgEncodeOpenChromFaireHelas3Ifna4hSig","IFNa4h","bigWig","Signal","wgEncodeOpenChromFaireHelas3Ifna4hSig.bigWig","wgEncodeOpenChromFaireHelas3Ifna4hSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromFaire/wgEncodeOpenChromFaireHelas3Ifna4hSig.bigWig"
"HeLa-S3","wgEncodeOpenChromFaire","HeLa-S3/Input","FaireSeq","ENCODE June 2010 Freeze",#2010-06-18#,#2009-03-22#,#2009-12-22#,"wgEncodeEH000588","GSM864359","Crawford","UNC","baseAlignCounts.pl v 1","dec945bf33a994a9110b02d8e8e22d20",,"hg18","wgEncode",,"1.3G",1612,"wgEncodeOpenChromFaireHelas3Ifng4hBaseOverlapSignal","IFNg4h","bigWig","Base_Overlap_Signal","wgEncodeOpenChromFaireHelas3Ifng4hBaseOverlapSignal.bigWig","wgEncodeOpenChromFaireHelas3Ifng4hBaseOverlapSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromFaire/wgEncodeOpenChromFaireHelas3Ifng4hBaseOverlapSignal.bigWig"
"HeLa-S3","wgEncodeOpenChromFaire","HeLa-S3/Input","FaireSeq","ENCODE June 2010 Freeze",#2010-06-18#,#2009-12-20#,#2010-09-20#,"wgEncodeEH000588","GSM864359","Crawford","UNC","p-value cutoff: 0.05","e3c8b2bde2f1c07820f2ae044820d4d9",,"hg18","wgEncode",,"3.7M",1612,"wgEncodeOpenChromFaireHelas3Ifng4hPk","IFNg4h","narrowPeak","Peaks","wgEncodeOpenChromFaireHelas3Ifng4hPk.narrowPeak.gz","wgEncodeOpenChromFaireHelas3Ifng4hPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromFaire/wgEncodeOpenChromFaireHelas3Ifng4hPk.narrowPeak.gz"
"HeLa-S3","wgEncodeOpenChromFaire","HeLa-S3/Input","FaireSeq","ENCODE June 2010 Freeze",#2010-06-18#,#2009-03-22#,#2009-12-22#,"wgEncodeEH000588","GSM864359","Crawford","UNC","fseq v 1.84, iff_HelaS3","c1f4f7bbeb88ab855413498d16efab6c",,"hg18","wgEncode",,"2.9G",1612,"wgEncodeOpenChromFaireHelas3Ifng4hSig","IFNg4h","bigWig","Signal","wgEncodeOpenChromFaireHelas3Ifng4hSig.bigWig","wgEncodeOpenChromFaireHelas3Ifng4hSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromFaire/wgEncodeOpenChromFaireHelas3Ifng4hSig.bigWig"
"HeLa-S3","wgEncodeOpenChromFaire","HeLa-S3/Input","FaireSeq","ENCODE June 2010 Freeze",#2010-06-16#,#2009-03-22#,#2009-12-22#,"wgEncodeEH000544","GSM864348","Crawford","UNC","p-value cutoff: 0.05","50a0bd559d83eb2724247198ae9f2655",,"hg18","wgEncode",,"1.8M",1497,"wgEncodeOpenChromFaireHelas3Pk",,"narrowPeak","Peaks","wgEncodeOpenChromFaireHelas3Pk.narrowPeak.gz","wgEncodeOpenChromFaireHelas3Pk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromFaire/wgEncodeOpenChromFaireHelas3Pk.narrowPeak.gz"
"HeLa-S3","wgEncodeOpenChromFaire","HeLa-S3/Input","FaireSeq","ENCODE June 2010 Freeze",#2010-06-16#,#2009-03-22#,#2009-12-22#,"wgEncodeEH000544","GSM864348","Crawford","UNC","fseq v 1.84, iff_HelaS3","875c6e9a5de6a7eba7ac906027024144",,"hg18","wgEncode",,"2.8G",1497,"wgEncodeOpenChromFaireHelas3Sig",,"bigWig","Signal","wgEncodeOpenChromFaireHelas3Sig.bigWig","wgEncodeOpenChromFaireHelas3Sig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromFaire/wgEncodeOpenChromFaireHelas3Sig.bigWig"
"HepG2","wgEncodeOpenChromFaire","HepG2/Input","FaireSeq","ENCODE June 2010 Freeze",#2010-06-16#,#2009-04-17#,#2010-01-17#,"wgEncodeEH000546","GSM864354","Crawford","UNC","baseAlignCounts.pl v 1","aacd933bb70d639a339cb0c064979439",,"hg18","wgEncode",,"1.9G",1515,"wgEncodeOpenChromFaireHepg2BaseOverlapSignal",,"bigWig","Base_Overlap_Signal","wgEncodeOpenChromFaireHepg2BaseOverlapSignal.bigWig","wgEncodeOpenChromFaireHepg2BaseOverlapSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromFaire/wgEncodeOpenChromFaireHepg2BaseOverlapSignal.bigWig"
"HepG2","wgEncodeOpenChromFaire","HepG2/Input","FaireSeq","ENCODE June 2010 Freeze",#2010-06-16#,#2009-04-17#,#2010-01-17#,"wgEncodeEH000546","GSM864354","Crawford","UNC","p-value cutoff: 0.05","a5d09e243668887686787abae7e271c6",,"hg18","wgEncode",,"1.5M",1515,"wgEncodeOpenChromFaireHepg2Pk",,"narrowPeak","Peaks","wgEncodeOpenChromFaireHepg2Pk.narrowPeak.gz","wgEncodeOpenChromFaireHepg2Pk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromFaire/wgEncodeOpenChromFaireHepg2Pk.narrowPeak.gz"
"HepG2","wgEncodeOpenChromFaire","HepG2/Input","FaireSeq","ENCODE June 2010 Freeze",#2010-06-16#,#2009-04-17#,#2010-01-17#,"wgEncodeEH000546","GSM864354","Crawford","UNC","fseq v 1.84, iff_HepG2","95c69d645c5ffb697ed1b66e828ed0a7",,"hg18","wgEncode",,"2.8G",1515,"wgEncodeOpenChromFaireHepg2Sig",,"bigWig","Signal","wgEncodeOpenChromFaireHepg2Sig.bigWig","wgEncodeOpenChromFaireHepg2Sig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromFaire/wgEncodeOpenChromFaireHepg2Sig.bigWig"
"HTR8svn","wgEncodeOpenChromFaire","generic_female","FaireSeq","ENCODE Jan 2011 Freeze",,#2011-01-19#,#2011-10-19#,"wgEncodeEH001124","GSM864343","Crawford","UNC","baseAlignCounts.pl v 1","46b1ac5ffe5c2354798a2937ac5d8fd3",,"hg19","wgEncode",,"1.6G",3379,"wgEncodeOpenChromFaireHtr8BaseOverlapSignal",,"bigWig","Base_Overlap_Signal","wgEncodeOpenChromFaireHtr8BaseOverlapSignal.bigWig","wgEncodeOpenChromFaireHtr8BaseOverlapSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromFaire/wgEncodeOpenChromFaireHtr8BaseOverlapSignal.bigWig"
"HTR8svn","wgEncodeOpenChromFaire","generic_female","FaireSeq","ENCODE Jan 2011 Freeze",,#2011-01-19#,#2011-10-19#,"wgEncodeEH001124","GSM864343","Crawford","UNC","p-value cutoff: 0.1","b0d9af09fc31fa263f42074c677ae03b",,"hg19","wgEncode",,"2.8M",3379,"wgEncodeOpenChromFaireHtr8Pk",,"narrowPeak","Peaks","wgEncodeOpenChromFaireHtr8Pk.narrowPeak.gz","wgEncodeOpenChromFaireHtr8Pk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromFaire/wgEncodeOpenChromFaireHtr8Pk.narrowPeak.gz"
"HTR8svn","wgEncodeOpenChromFaire","generic_female","FaireSeq","ENCODE Jan 2011 Freeze",,#2011-01-19#,#2011-10-19#,"wgEncodeEH001124","GSM864343","Crawford","UNC","fseq v 1.84, iff_generic_female","5b24b43508f436d1e71fc45665f30c67",,"hg19","wgEncode",,"2.8G",3379,"wgEncodeOpenChromFaireHtr8Sig",,"bigWig","Signal","wgEncodeOpenChromFaireHtr8Sig.bigWig","wgEncodeOpenChromFaireHtr8Sig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromFaire/wgEncodeOpenChromFaireHtr8Sig.bigWig"
"HUVEC","wgEncodeOpenChromFaire","HUVEC/Input","FaireSeq","ENCODE June 2010 Freeze",#2010-06-17#,#2009-09-24#,#2010-06-24#,"wgEncodeEH000549","GSM864352","Crawford","UNC","baseAlignCounts.pl v 1","3cbe35eb6144b5c731ec46206299100a",,"hg18","wgEncode",,"1.6G",1529,"wgEncodeOpenChromFaireHuvecBaseOverlapSignal",,"bigWig","Base_Overlap_Signal","wgEncodeOpenChromFaireHuvecBaseOverlapSignal.bigWig","wgEncodeOpenChromFaireHuvecBaseOverlapSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromFaire/wgEncodeOpenChromFaireHuvecBaseOverlapSignal.bigWig"
"HUVEC","wgEncodeOpenChromFaire","HUVEC/Input","FaireSeq","ENCODE June 2010 Freeze",#2010-06-17#,#2009-09-24#,#2010-06-24#,"wgEncodeEH000549","GSM864352","Crawford","UNC","p-value cutoff: 0.05","8fc2b1b438ffd60ffbca560e31509405",,"hg18","wgEncode",,"3.1M",1529,"wgEncodeOpenChromFaireHuvecPk",,"narrowPeak","Peaks","wgEncodeOpenChromFaireHuvecPk.narrowPeak.gz","wgEncodeOpenChromFaireHuvecPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromFaire/wgEncodeOpenChromFaireHuvecPk.narrowPeak.gz"
"HUVEC","wgEncodeOpenChromFaire","HUVEC/Input","FaireSeq","ENCODE June 2010 Freeze",#2010-06-17#,#2009-09-24#,#2010-06-24#,"wgEncodeEH000549","GSM864352","Crawford","UNC","fseq v 1.84, iff_HUVEC","5ce1b4977995b3302c6fba741bcde29d",,"hg18","wgEncode",,"2.8G",1529,"wgEncodeOpenChromFaireHuvecSig",,"bigWig","Signal","wgEncodeOpenChromFaireHuvecSig.bigWig","wgEncodeOpenChromFaireHuvecSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromFaire/wgEncodeOpenChromFaireHuvecSig.bigWig"
"K562","wgEncodeOpenChromFaire","K562/Input","FaireSeq","ENCODE June 2010 Freeze",#2010-06-17#,#2008-12-09#,#2009-08-09#,"wgEncodeEH000531","GSM864361","Crawford","UNC","baseAlignCounts.pl v 1","4c51381398b6f1c1d00f1d5a713d782d",,"hg18","wgEncode",,"1.7G",1531,"wgEncodeOpenChromFaireK562BaseOverlapSignal",,"bigWig","Base_Overlap_Signal","wgEncodeOpenChromFaireK562BaseOverlapSignal.bigWig","wgEncodeOpenChromFaireK562BaseOverlapSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromFaire/wgEncodeOpenChromFaireK562BaseOverlapSignal.bigWig"
"K562","wgEncodeOpenChromFaire","K562/Input","FaireSeq","ENCODE Jan 2011 Freeze",,#2010-10-27#,#2011-07-27#,"wgEncodeEH001120","GSM864339","Crawford","UNC","baseAlignCounts.pl v 1","9be87302fae164fba2be8415c654bd6a",,"hg19","wgEncode",,"1.8G",2771,"wgEncodeOpenChromFaireK562NabutBaseOverlapSignal","NaBut","bigWig","Base_Overlap_Signal","wgEncodeOpenChromFaireK562NabutBaseOverlapSignal.bigWig","wgEncodeOpenChromFaireK562NabutBaseOverlapSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromFaire/wgEncodeOpenChromFaireK562NabutBaseOverlapSignal.bigWig"
"K562","wgEncodeOpenChromFaire","K562/Input","FaireSeq","ENCODE Jan 2011 Freeze",,#2010-10-27#,#2011-07-27#,"wgEncodeEH001120","GSM864339","Crawford","UNC","p-value cutoff: 0.1","2e61e329fdaa1d8fb9800bed85b2c57a",,"hg19","wgEncode",,"1.9M",2771,"wgEncodeOpenChromFaireK562NabutPk","NaBut","narrowPeak","Peaks","wgEncodeOpenChromFaireK562NabutPk.narrowPeak.gz","wgEncodeOpenChromFaireK562NabutPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromFaire/wgEncodeOpenChromFaireK562NabutPk.narrowPeak.gz"
"K562","wgEncodeOpenChromFaire","K562/Input","FaireSeq","ENCODE Jan 2011 Freeze",,#2010-10-27#,#2011-07-27#,"wgEncodeEH001120","GSM864339","Crawford","UNC","fseq v 1.84, iff_K562","c02f509f0b465a2e96d35dfaa3d0d6bc",,"hg19","wgEncode",,"2.8G",2771,"wgEncodeOpenChromFaireK562NabutSig","NaBut","bigWig","Signal","wgEncodeOpenChromFaireK562NabutSig.bigWig","wgEncodeOpenChromFaireK562NabutSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromFaire/wgEncodeOpenChromFaireK562NabutSig.bigWig"
"K562","wgEncodeOpenChromFaire","K562/Input","FaireSeq","ENCODE Jan 2011 Freeze",,#2010-10-27#,#2011-07-27#,"wgEncodeEH001121","GSM864340","Crawford","UNC","baseAlignCounts.pl v 1","fcba1d7a29116d4a5ed8aa94b7cf82c8",,"hg19","wgEncode",,"1.8G",2772,"wgEncodeOpenChromFaireK562OhureaBaseOverlapSignal","OHUrea","bigWig","Base_Overlap_Signal","wgEncodeOpenChromFaireK562OhureaBaseOverlapSignal.bigWig","wgEncodeOpenChromFaireK562OhureaBaseOverlapSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromFaire/wgEncodeOpenChromFaireK562OhureaBaseOverlapSignal.bigWig"
"K562","wgEncodeOpenChromFaire","K562/Input","FaireSeq","ENCODE Jan 2011 Freeze",,#2010-10-27#,#2011-07-27#,"wgEncodeEH001121","GSM864340","Crawford","UNC","p-value cutoff: 0.1","470bb42379d0cd4f284f415e1d571d38",,"hg19","wgEncode",,"2.0M",2772,"wgEncodeOpenChromFaireK562OhureaPk","OHUrea","narrowPeak","Peaks","wgEncodeOpenChromFaireK562OhureaPk.narrowPeak.gz","wgEncodeOpenChromFaireK562OhureaPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromFaire/wgEncodeOpenChromFaireK562OhureaPk.narrowPeak.gz"
"K562","wgEncodeOpenChromFaire","K562/Input","FaireSeq","ENCODE Jan 2011 Freeze",,#2010-10-27#,#2011-07-27#,"wgEncodeEH001121","GSM864340","Crawford","UNC","fseq v 1.84, iff_K562","84ebebf233b4c0f9c7bf7b6eb2e6182f",,"hg19","wgEncode",,"2.8G",2772,"wgEncodeOpenChromFaireK562OhureaSig","OHUrea","bigWig","Signal","wgEncodeOpenChromFaireK562OhureaSig.bigWig","wgEncodeOpenChromFaireK562OhureaSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromFaire/wgEncodeOpenChromFaireK562OhureaSig.bigWig"
"K562","wgEncodeOpenChromFaire","K562/Input","FaireSeq","ENCODE June 2010 Freeze",#2010-06-17#,#2009-04-20#,#2010-01-20#,"wgEncodeEH000531","GSM864361","Crawford","UNC","p-value cutoff: 0.05","8f9745a7f2675efe7eb90fe6e115de7d",,"hg18","wgEncode",,"2.5M",1531,"wgEncodeOpenChromFaireK562Pk",,"narrowPeak","Peaks","wgEncodeOpenChromFaireK562Pk.narrowPeak.gz","wgEncodeOpenChromFaireK562Pk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromFaire/wgEncodeOpenChromFaireK562Pk.narrowPeak.gz"
"K562","wgEncodeOpenChromFaire","K562/Input","FaireSeq","ENCODE June 2010 Freeze",#2010-06-17#,#2009-02-26#,#2009-11-26#,"wgEncodeEH000531","GSM864361","Crawford","UNC","fseq v 1.84, iff_K562","58e48466bdc6fa0ec95f13b9931d9a55",,"hg18","wgEncode",,"2.7G",1531,"wgEncodeOpenChromFaireK562Sig",,"bigWig","Signal","wgEncodeOpenChromFaireK562Sig.bigWig","wgEncodeOpenChromFaireK562Sig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromFaire/wgEncodeOpenChromFaireK562Sig.bigWig"
"Kidney_OC","wgEncodeOpenChromFaire","generic_male","FaireSeq","ENCODE Jul 2012 Freeze",,#2012-07-06#,#2013-04-06#,"wgEncodeEH003501","GSM1011123","Crawford","UNC","baseAlignCounts.pl v 1","e3d62911fe9f9fc5d455163651ebf7d4",,,"wgEncode",,"1.7G",7324,"wgEncodeOpenChromFaireKidneyocBaseOverlapSignal",,"bigWig","Base_Overlap_Signal","wgEncodeOpenChromFaireKidneyocBaseOverlapSignal.bigWig","wgEncodeOpenChromFaireKidneyocBaseOverlapSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromFaire/wgEncodeOpenChromFaireKidneyocBaseOverlapSignal.bigWig"
"Kidney_OC","wgEncodeOpenChromFaire","generic_male","FaireSeq","ENCODE Jul 2012 Freeze",,#2012-07-06#,#2013-04-06#,"wgEncodeEH003501","GSM1011123","Crawford","UNC","p-value cutoff: 0.1","d9bff24fc1893166886266a7f185b801",,,"wgEncode",,"4.2M",7324,"wgEncodeOpenChromFaireKidneyocPk",,"narrowPeak","Peaks","wgEncodeOpenChromFaireKidneyocPk.narrowPeak.gz","wgEncodeOpenChromFaireKidneyocPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromFaire/wgEncodeOpenChromFaireKidneyocPk.narrowPeak.gz"
"Kidney_OC","wgEncodeOpenChromFaire","generic_male","FaireSeq","ENCODE Jul 2012 Freeze",,#2012-07-06#,#2013-04-06#,"wgEncodeEH003501","GSM1011123","Crawford","UNC","fseq v 1.84, iff_generic_male","27f20ae80678d031eb0f3511d9f92b56",,,"wgEncode",,"3.0G",7324,"wgEncodeOpenChromFaireKidneyocSig",,"bigWig","Signal","wgEncodeOpenChromFaireKidneyocSig.bigWig","wgEncodeOpenChromFaireKidneyocSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromFaire/wgEncodeOpenChromFaireKidneyocSig.bigWig"
"MCF-7","wgEncodeOpenChromFaire","MCF-7/Input","FaireSeq","ENCODE Jul 2012 Freeze",,#2012-06-26#,#2013-03-26#,"wgEncodeEH003499","GSM1011121","Crawford","UNC","baseAlignCounts.pl v 1","6ccb2c83e659189953f6342728fad020",,,"wgEncode",,"1.6G",7135,"wgEncodeOpenChromFaireMcf7Est10nm30mBaseOverlapSignal","Estradiol_10nM_30m","bigWig","Base_Overlap_Signal","wgEncodeOpenChromFaireMcf7Est10nm30mBaseOverlapSignal.bigWig","wgEncodeOpenChromFaireMcf7Est10nm30mBaseOverlapSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromFaire/wgEncodeOpenChromFaireMcf7Est10nm30mBaseOverlapSignal.bigWig"
"MCF-7","wgEncodeOpenChromFaire","MCF-7/Input","FaireSeq","ENCODE Jul 2012 Freeze",,#2012-06-26#,#2013-03-26#,"wgEncodeEH003499","GSM1011121","Crawford","UNC","p-value cutoff: 0.1","ecabd01ecc09f41cf17b41bc6d3e2b47",,,"wgEncode",,"3.7M",7135,"wgEncodeOpenChromFaireMcf7Est10nm30mPk","Estradiol_10nM_30m","narrowPeak","Peaks","wgEncodeOpenChromFaireMcf7Est10nm30mPk.narrowPeak.gz","wgEncodeOpenChromFaireMcf7Est10nm30mPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromFaire/wgEncodeOpenChromFaireMcf7Est10nm30mPk.narrowPeak.gz"
"MCF-7","wgEncodeOpenChromFaire","MCF-7/Input","FaireSeq","ENCODE Jul 2012 Freeze",,#2012-06-26#,#2013-03-26#,"wgEncodeEH003499","GSM1011121","Crawford","UNC","fseq v 1.84, iff_MCF7","1d9d200ac125cb9f91e5e21004549e9b",,,"wgEncode",,"2.7G",7135,"wgEncodeOpenChromFaireMcf7Est10nm30mSig","Estradiol_10nM_30m","bigWig","Signal","wgEncodeOpenChromFaireMcf7Est10nm30mSig.bigWig","wgEncodeOpenChromFaireMcf7Est10nm30mSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromFaire/wgEncodeOpenChromFaireMcf7Est10nm30mSig.bigWig"
"MCF-7","wgEncodeOpenChromFaire","MCF-7/Input","FaireSeq","ENCODE Jan 2011 Freeze",,#2011-01-19#,#2011-10-19#,"wgEncodeEH001125","GSM864344","Crawford","UNC","baseAlignCounts.pl v 1","09d25d7512f4203de5e922761bb53441",,"hg19","wgEncode",,"1.7G",3378,"wgEncodeOpenChromFaireMcf7HypoxlacBaseOverlapSignal","Hypoxia_LacAcid","bigWig","Base_Overlap_Signal","wgEncodeOpenChromFaireMcf7HypoxlacBaseOverlapSignal.bigWig","wgEncodeOpenChromFaireMcf7HypoxlacBaseOverlapSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromFaire/wgEncodeOpenChromFaireMcf7HypoxlacBaseOverlapSignal.bigWig"
"MCF-7","wgEncodeOpenChromFaire","MCF-7/Input","FaireSeq","ENCODE Jan 2011 Freeze",,#2011-01-19#,#2011-10-19#,"wgEncodeEH001125","GSM864344","Crawford","UNC","p-value cutoff: 0.1","b6650175fab7f5b231cba52aa87f61d6",,"hg19","wgEncode",,"2.8M",3378,"wgEncodeOpenChromFaireMcf7HypoxlacPk","Hypoxia_LacAcid","narrowPeak","Peaks","wgEncodeOpenChromFaireMcf7HypoxlacPk.narrowPeak.gz","wgEncodeOpenChromFaireMcf7HypoxlacPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromFaire/wgEncodeOpenChromFaireMcf7HypoxlacPk.narrowPeak.gz"
"MCF-7","wgEncodeOpenChromFaire","MCF-7/Input","FaireSeq","ENCODE Jan 2011 Freeze",,#2011-01-19#,#2011-10-19#,"wgEncodeEH001125","GSM864344","Crawford","UNC","fseq v 1.84, iff_MCF7","440aa75c2a45af02c30d9106124a6f54",,"hg19","wgEncode",,"2.7G",3378,"wgEncodeOpenChromFaireMcf7HypoxlacSig","Hypoxia_LacAcid","bigWig","Signal","wgEncodeOpenChromFaireMcf7HypoxlacSig.bigWig","wgEncodeOpenChromFaireMcf7HypoxlacSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromFaire/wgEncodeOpenChromFaireMcf7HypoxlacSig.bigWig"
"MCF-7","wgEncodeOpenChromFaire","MCF-7/Input","FaireSeq","ENCODE Jul 2012 Freeze",,#2012-06-19#,#2013-03-19#,"wgEncodeEH003496","GSM1011128","Crawford","UNC","baseAlignCounts.pl v 1","5cd239c1feb4c8daff32397de0989be7",,,"wgEncode",,"1.6G",7105,"wgEncodeOpenChromFaireMcf7VehBaseOverlapSignal","vehicle","bigWig","Base_Overlap_Signal","wgEncodeOpenChromFaireMcf7VehBaseOverlapSignal.bigWig","wgEncodeOpenChromFaireMcf7VehBaseOverlapSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromFaire/wgEncodeOpenChromFaireMcf7VehBaseOverlapSignal.bigWig"
"MCF-7","wgEncodeOpenChromFaire","MCF-7/Input","FaireSeq","ENCODE Jul 2012 Freeze",,#2012-06-19#,#2013-03-19#,"wgEncodeEH003496","GSM1011128","Crawford","UNC","p-value cutoff: 0.1","0e62ef0ab3c3a45fea6cc6f6446b7f39",,,"wgEncode",,"3.3M",7105,"wgEncodeOpenChromFaireMcf7VehPk","vehicle","narrowPeak","Peaks","wgEncodeOpenChromFaireMcf7VehPk.narrowPeak.gz","wgEncodeOpenChromFaireMcf7VehPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromFaire/wgEncodeOpenChromFaireMcf7VehPk.narrowPeak.gz"
"MCF-7","wgEncodeOpenChromFaire","MCF-7/Input","FaireSeq","ENCODE Jul 2012 Freeze",,#2012-06-19#,#2013-03-19#,"wgEncodeEH003496","GSM1011128","Crawford","UNC","fseq v 1.84, iff_MCF7","1afc7a224b19c2ad33d0ae28a88715a8",,,"wgEncode",,"2.7G",7105,"wgEncodeOpenChromFaireMcf7VehSig","vehicle","bigWig","Signal","wgEncodeOpenChromFaireMcf7VehSig.bigWig","wgEncodeOpenChromFaireMcf7VehSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromFaire/wgEncodeOpenChromFaireMcf7VehSig.bigWig"
