"cell","composite","data_type","data_version","date_resubmitted","date_submitted","date_unrestricted","dcc_accession","geo_sample_accession","grant","lab","lab_exp_id","md5sum","obj_status","orig_assembly","project","replicate","size","sub_id","submitted_data_version","table_name","treatment","type","view","filename","fname","url"
"MCF-7","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Jan 2011 Freeze",#2010-08-19#,#2009-09-21#,#2010-06-21#,"wgEncodeEH000370","GSM472936","Stam","UW",,"c74c6567cc184a438136032b896dfa77",,"hg18","wgEncode",1,"21M",2110,,"wgEncodeUwAffyExonArrayMcf7SimpleSignalRep1",,"broadPeak","SimpleSignal","wgEncodeUwAffyExonArrayMcf7SimpleSignalRep1.broadPeak.gz","wgEncodeUwAffyExonArrayMcf7SimpleSignalRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArrayMcf7SimpleSignalRep1.broadPeak.gz"
"MCF-7","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Jan 2011 Freeze",#2010-08-19#,#2010-01-10#,#2010-10-10#,"wgEncodeEH000370","GSM510510","Stam","UW",,"d35d3dc2fd52d42e842410932d55ee78",,"hg18","wgEncode",2,"22M",2110,,"wgEncodeUwAffyExonArrayMcf7SimpleSignalRep2",,"broadPeak","SimpleSignal","wgEncodeUwAffyExonArrayMcf7SimpleSignalRep2.broadPeak.gz","wgEncodeUwAffyExonArrayMcf7SimpleSignalRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArrayMcf7SimpleSignalRep2.broadPeak.gz"
"NB4","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Jan 2011 Freeze",#2010-08-19#,#2009-09-21#,#2010-06-21#,"wgEncodeEH000371","GSM510512","Stam","UW",,"a6c2887c8ff637e5dbda01e384929727",,"hg18","wgEncode",1,"22M",2110,,"wgEncodeUwAffyExonArrayNb4SimpleSignalRep1",,"broadPeak","SimpleSignal","wgEncodeUwAffyExonArrayNb4SimpleSignalRep1.broadPeak.gz","wgEncodeUwAffyExonArrayNb4SimpleSignalRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArrayNb4SimpleSignalRep1.broadPeak.gz"
"NB4","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Jan 2011 Freeze",#2010-08-19#,#2010-01-10#,#2010-10-10#,"wgEncodeEH000371","GSM510513","Stam","UW",,"2a869c60211c5da4e0175b090585e166",,"hg18","wgEncode",2,"22M",2110,,"wgEncodeUwAffyExonArrayNb4SimpleSignalRep2",,"broadPeak","SimpleSignal","wgEncodeUwAffyExonArrayNb4SimpleSignalRep2.broadPeak.gz","wgEncodeUwAffyExonArrayNb4SimpleSignalRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArrayNb4SimpleSignalRep2.broadPeak.gz"
"NH-A","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Jan 2011 Freeze",,#2010-08-19#,#2011-05-19#,"wgEncodeEH000821","GSM580043","Stam","UW",,"33f27f4a2ff61a9b231c60196ca4a5d4",,,"wgEncode",1,"22M",2109,,"wgEncodeUwAffyExonArrayNhaSimpleSignalRep1",,"broadPeak","SimpleSignal","wgEncodeUwAffyExonArrayNhaSimpleSignalRep1.broadPeak.gz","wgEncodeUwAffyExonArrayNhaSimpleSignalRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArrayNhaSimpleSignalRep1.broadPeak.gz"
"NH-A","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Jan 2011 Freeze",,#2010-08-19#,#2011-05-19#,"wgEncodeEH000821","GSM580044","Stam","UW",,"b1b738e59f723c7fa301a1b90ff3e4dc",,,"wgEncode",2,"22M",2109,,"wgEncodeUwAffyExonArrayNhaSimpleSignalRep2",,"broadPeak","SimpleSignal","wgEncodeUwAffyExonArrayNhaSimpleSignalRep2.broadPeak.gz","wgEncodeUwAffyExonArrayNhaSimpleSignalRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArrayNhaSimpleSignalRep2.broadPeak.gz"
"NHBE","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Mar 2012 Freeze",,#2011-10-24#,#2012-07-24#,"wgEncodeEH002159","GSM824853","Stam","UW","RS19003","fc46de736060bd30adc90dc8605f4f50",,,"wgEncode",1,"22M",5011,,"wgEncodeUwAffyExonArrayNhbeSimpleSignalRep1",,"broadPeak","SimpleSignal","wgEncodeUwAffyExonArrayNhbeSimpleSignalRep1.broadPeak.gz","wgEncodeUwAffyExonArrayNhbeSimpleSignalRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArrayNhbeSimpleSignalRep1.broadPeak.gz"
"NHBE","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Mar 2012 Freeze",,#2011-10-24#,#2012-07-24#,"wgEncodeEH002159","GSM824854","Stam","UW","RS19004","338e6f0753cb1ea6e822897fc1166bb6",,,"wgEncode",2,"22M",5011,,"wgEncodeUwAffyExonArrayNhbeSimpleSignalRep2",,"broadPeak","SimpleSignal","wgEncodeUwAffyExonArrayNhbeSimpleSignalRep2.broadPeak.gz","wgEncodeUwAffyExonArrayNhbeSimpleSignalRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArrayNhbeSimpleSignalRep2.broadPeak.gz"
"NHDF-Ad","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Jan 2011 Freeze",,#2010-08-19#,#2011-05-19#,"wgEncodeEH000822","GSM580017","Stam","UW",,"561121bc41e1a1063b15695986e569aa",,,"wgEncode",1,"22M",2109,,"wgEncodeUwAffyExonArrayNhdfadSimpleSignalRep1",,"broadPeak","SimpleSignal","wgEncodeUwAffyExonArrayNhdfadSimpleSignalRep1.broadPeak.gz","wgEncodeUwAffyExonArrayNhdfadSimpleSignalRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArrayNhdfadSimpleSignalRep1.broadPeak.gz"
"NHDF-Ad","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Jan 2011 Freeze",,#2010-08-19#,#2011-05-19#,"wgEncodeEH000822","GSM580018","Stam","UW",,"f7599ec4c1060ea8c7e259261cc378c1",,,"wgEncode",2,"22M",2109,,"wgEncodeUwAffyExonArrayNhdfadSimpleSignalRep2",,"broadPeak","SimpleSignal","wgEncodeUwAffyExonArrayNhdfadSimpleSignalRep2.broadPeak.gz","wgEncodeUwAffyExonArrayNhdfadSimpleSignalRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArrayNhdfadSimpleSignalRep2.broadPeak.gz"
"NHDF-neo","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Jan 2011 Freeze",#2010-08-19#,#2010-01-10#,#2010-10-10#,"wgEncodeEH000390","GSM510554","Stam","UW",,"d5c294986d6332f4de0d72fa5b89a8d1",,"hg18","wgEncode",1,"21M",2110,,"wgEncodeUwAffyExonArrayNhdfneoSimpleSignalRep1",,"broadPeak","SimpleSignal","wgEncodeUwAffyExonArrayNhdfneoSimpleSignalRep1.broadPeak.gz","wgEncodeUwAffyExonArrayNhdfneoSimpleSignalRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArrayNhdfneoSimpleSignalRep1.broadPeak.gz"
"NHDF-neo","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Jan 2011 Freeze",#2010-08-19#,#2010-01-10#,#2010-10-10#,"wgEncodeEH000390","GSM510557","Stam","UW",,"832391bc459622f827b44c69b4faaa7b",,"hg18","wgEncode",2,"21M",2110,,"wgEncodeUwAffyExonArrayNhdfneoSimpleSignalRep2",,"broadPeak","SimpleSignal","wgEncodeUwAffyExonArrayNhdfneoSimpleSignalRep2.broadPeak.gz","wgEncodeUwAffyExonArrayNhdfneoSimpleSignalRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArrayNhdfneoSimpleSignalRep2.broadPeak.gz"
"NHEK","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Jan 2011 Freeze",#2010-08-19#,#2009-09-21#,#2010-06-21#,"wgEncodeEH000372","GSM472937","Stam","UW",,"f0ea38b49f7dc4f55c3a209ae0c5a2d5",,"hg18","wgEncode",1,"21M",2110,,"wgEncodeUwAffyExonArrayNhekSimpleSignalRep1",,"broadPeak","SimpleSignal","wgEncodeUwAffyExonArrayNhekSimpleSignalRep1.broadPeak.gz","wgEncodeUwAffyExonArrayNhekSimpleSignalRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArrayNhekSimpleSignalRep1.broadPeak.gz"
"NHLF","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Jan 2011 Freeze",#2010-08-19#,#2010-01-10#,#2010-10-10#,"wgEncodeEH000391","GSM510577","Stam","UW",,"7ba28714083146d88049d6a5cf84200d",,"hg18","wgEncode",1,"22M",2110,,"wgEncodeUwAffyExonArrayNhlfSimpleSignalRep1",,"broadPeak","SimpleSignal","wgEncodeUwAffyExonArrayNhlfSimpleSignalRep1.broadPeak.gz","wgEncodeUwAffyExonArrayNhlfSimpleSignalRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArrayNhlfSimpleSignalRep1.broadPeak.gz"
"NHLF","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Jan 2011 Freeze",#2010-08-19#,#2010-01-10#,#2010-10-10#,"wgEncodeEH000391","GSM510579","Stam","UW",,"c49aca1c20279db623b1ce96d6dba6b4",,"hg18","wgEncode",2,"22M",2110,,"wgEncodeUwAffyExonArrayNhlfSimpleSignalRep2",,"broadPeak","SimpleSignal","wgEncodeUwAffyExonArrayNhlfSimpleSignalRep2.broadPeak.gz","wgEncodeUwAffyExonArrayNhlfSimpleSignalRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArrayNhlfSimpleSignalRep2.broadPeak.gz"
"NT2-D1","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Mar 2012 Freeze",,#2011-10-24#,#2012-07-24#,"wgEncodeEH002160","GSM824855","Stam","UW","RS19005","1faf48c69c2c652f98a9fcae072d993e",,,"wgEncode",1,"22M",5011,,"wgEncodeUwAffyExonArrayNt2d1SimpleSignalRep1",,"broadPeak","SimpleSignal","wgEncodeUwAffyExonArrayNt2d1SimpleSignalRep1.broadPeak.gz","wgEncodeUwAffyExonArrayNt2d1SimpleSignalRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArrayNt2d1SimpleSignalRep1.broadPeak.gz"
"NT2-D1","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Mar 2012 Freeze",,#2011-10-24#,#2012-07-24#,"wgEncodeEH002160","GSM824856","Stam","UW","RS19006","11cfb100f4c11b765818fa6edf04c040",,,"wgEncode",2,"22M",5011,,"wgEncodeUwAffyExonArrayNt2d1SimpleSignalRep2",,"broadPeak","SimpleSignal","wgEncodeUwAffyExonArrayNt2d1SimpleSignalRep2.broadPeak.gz","wgEncodeUwAffyExonArrayNt2d1SimpleSignalRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArrayNt2d1SimpleSignalRep2.broadPeak.gz"
"PANC-1","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Jan 2011 Freeze",#2010-08-19#,#2009-09-21#,#2010-06-21#,"wgEncodeEH000373","GSM472939","Stam","UW",,"623f30f29ef6c1c51ae638fa2eec704d",,"hg18","wgEncode",1,"21M",2110,,"wgEncodeUwAffyExonArrayPanc1SimpleSignalRep1",,"broadPeak","SimpleSignal","wgEncodeUwAffyExonArrayPanc1SimpleSignalRep1.broadPeak.gz","wgEncodeUwAffyExonArrayPanc1SimpleSignalRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArrayPanc1SimpleSignalRep1.broadPeak.gz"
"PANC-1","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Jan 2011 Freeze",#2010-08-19#,#2009-09-21#,#2010-06-21#,"wgEncodeEH000373","GSM472938","Stam","UW",,"0fb0efe201f551ea9a1f4e16355d5420",,"hg18","wgEncode",2,"21M",2110,,"wgEncodeUwAffyExonArrayPanc1SimpleSignalRep2",,"broadPeak","SimpleSignal","wgEncodeUwAffyExonArrayPanc1SimpleSignalRep2.broadPeak.gz","wgEncodeUwAffyExonArrayPanc1SimpleSignalRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArrayPanc1SimpleSignalRep2.broadPeak.gz"
"PrEC","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Mar 2012 Freeze",,#2011-10-24#,#2012-07-24#,"wgEncodeEH002161","GSM824857","Stam","UW","RS19007","9b00bf9212fc8a71a67f3946075ed220",,,"wgEncode",1,"22M",5011,,"wgEncodeUwAffyExonArrayPrecSimpleSignalRep1",,"broadPeak","SimpleSignal","wgEncodeUwAffyExonArrayPrecSimpleSignalRep1.broadPeak.gz","wgEncodeUwAffyExonArrayPrecSimpleSignalRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArrayPrecSimpleSignalRep1.broadPeak.gz"
"PrEC","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Mar 2012 Freeze",,#2011-10-24#,#2012-07-24#,"wgEncodeEH002161","GSM824858","Stam","UW","RS19008","cb229a705f9c0bc06ff3165af324b4f2",,,"wgEncode",2,"22M",5011,,"wgEncodeUwAffyExonArrayPrecSimpleSignalRep2",,"broadPeak","SimpleSignal","wgEncodeUwAffyExonArrayPrecSimpleSignalRep2.broadPeak.gz","wgEncodeUwAffyExonArrayPrecSimpleSignalRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArrayPrecSimpleSignalRep2.broadPeak.gz"
"RPTEC","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Jan 2011 Freeze",,#2011-01-11#,#2011-10-10#,"wgEncodeEH000828","GSM651565","Stam","UW",,"3ffb983dc0305184eb2d82f168bb1235",,,"wgEncode",1,"21M",3216,,"wgEncodeUwAffyExonArrayRptecSimpleSignalRep1",,"broadPeak","SimpleSignal","wgEncodeUwAffyExonArrayRptecSimpleSignalRep1.broadPeak.gz","wgEncodeUwAffyExonArrayRptecSimpleSignalRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArrayRptecSimpleSignalRep1.broadPeak.gz"
"RPTEC","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Jan 2011 Freeze",,#2011-01-11#,#2011-10-10#,"wgEncodeEH000828","GSM651566","Stam","UW",,"18ec74217b2c455157b6b7b97cff9a7b",,,"wgEncode",2,"21M",3216,,"wgEncodeUwAffyExonArrayRptecSimpleSignalRep2",,"broadPeak","SimpleSignal","wgEncodeUwAffyExonArrayRptecSimpleSignalRep2.broadPeak.gz","wgEncodeUwAffyExonArrayRptecSimpleSignalRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArrayRptecSimpleSignalRep2.broadPeak.gz"
"SAEC","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Jan 2011 Freeze",#2010-08-19#,#2009-09-21#,#2010-06-21#,"wgEncodeEH000374","GSM472923","Stam","UW",,"d89736f6dd535e6527b931e0323b4b56",,"hg18","wgEncode",1,"21M",2110,,"wgEncodeUwAffyExonArraySaecSimpleSignalRep1",,"broadPeak","SimpleSignal","wgEncodeUwAffyExonArraySaecSimpleSignalRep1.broadPeak.gz","wgEncodeUwAffyExonArraySaecSimpleSignalRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArraySaecSimpleSignalRep1.broadPeak.gz"
"SAEC","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Jan 2011 Freeze",#2010-08-19#,#2009-09-21#,#2010-06-21#,"wgEncodeEH000374","GSM472922","Stam","UW",,"e399feb8617fc77f4f303073ca6e6179",,"hg18","wgEncode",2,"22M",2110,,"wgEncodeUwAffyExonArraySaecSimpleSignalRep2",,"broadPeak","SimpleSignal","wgEncodeUwAffyExonArraySaecSimpleSignalRep2.broadPeak.gz","wgEncodeUwAffyExonArraySaecSimpleSignalRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArraySaecSimpleSignalRep2.broadPeak.gz"
"SKMC","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Jan 2011 Freeze",#2010-08-19#,#2009-07-02#,#2010-04-02#,"wgEncodeEH000363","GSM510509","Stam","UW",,"8536b93a5a66a547633f352ef2e463f8",,"hg18","wgEncode",1,"21M",2110,,"wgEncodeUwAffyExonArraySkmcSimpleSignalRep1",,"broadPeak","SimpleSignal","wgEncodeUwAffyExonArraySkmcSimpleSignalRep1.broadPeak.gz","wgEncodeUwAffyExonArraySkmcSimpleSignalRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArraySkmcSimpleSignalRep1.broadPeak.gz"
"SKMC","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Jan 2011 Freeze",#2010-08-19#,#2010-01-10#,#2010-10-10#,"wgEncodeEH000363","GSM472911","Stam","UW",,"e26a5dbcd92a79ae81b3fbe246ec2243",,"hg18","wgEncode",2,"22M",2110,,"wgEncodeUwAffyExonArraySkmcSimpleSignalRep2",,"broadPeak","SimpleSignal","wgEncodeUwAffyExonArraySkmcSimpleSignalRep2.broadPeak.gz","wgEncodeUwAffyExonArraySkmcSimpleSignalRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArraySkmcSimpleSignalRep2.broadPeak.gz"
"SK-N-MC","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Mar 2012 Freeze",,#2011-10-24#,#2012-07-24#,"wgEncodeEH002162","GSM824868","Stam","UW","RS17573","fdd01a9ed2778896becf731e70b9dc60",,,"wgEncode",1,"21M",5011,,"wgEncodeUwAffyExonArraySknmcSimpleSignalRep1",,"broadPeak","SimpleSignal","wgEncodeUwAffyExonArraySknmcSimpleSignalRep1.broadPeak.gz","wgEncodeUwAffyExonArraySknmcSimpleSignalRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArraySknmcSimpleSignalRep1.broadPeak.gz"
"SK-N-MC","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Mar 2012 Freeze",,#2011-10-24#,#2012-07-24#,"wgEncodeEH002162","GSM824869","Stam","UW","RS17574","fa6aa0baf27c28fdc131ff7ec5dc624f",,,"wgEncode",2,"22M",5011,,"wgEncodeUwAffyExonArraySknmcSimpleSignalRep2",,"broadPeak","SimpleSignal","wgEncodeUwAffyExonArraySknmcSimpleSignalRep2.broadPeak.gz","wgEncodeUwAffyExonArraySknmcSimpleSignalRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArraySknmcSimpleSignalRep2.broadPeak.gz"
"SK-N-SH_RA","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Jan 2011 Freeze",#2010-08-19#,#2009-07-02#,#2010-04-02#,"wgEncodeEH000358","GSM472913","Stam","UW",,"13d13c630ea2002649342cfb0b8bd90f",,"hg18","wgEncode",1,"22M",2110,,"wgEncodeUwAffyExonArraySknshraSimpleSignalRep1",,"broadPeak","SimpleSignal","wgEncodeUwAffyExonArraySknshraSimpleSignalRep1.broadPeak.gz","wgEncodeUwAffyExonArraySknshraSimpleSignalRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArraySknshraSimpleSignalRep1.broadPeak.gz"
"SK-N-SH_RA","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Jan 2011 Freeze",#2010-08-19#,#2009-06-29#,#2010-03-29#,"wgEncodeEH000358","GSM472912","Stam","UW",,"47d51163ccb7bcb0222a4309586d8572",,"hg18","wgEncode",2,"21M",2110,,"wgEncodeUwAffyExonArraySknshraSimpleSignalRep2",,"broadPeak","SimpleSignal","wgEncodeUwAffyExonArraySknshraSimpleSignalRep2.broadPeak.gz","wgEncodeUwAffyExonArraySknshraSimpleSignalRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArraySknshraSimpleSignalRep2.broadPeak.gz"
"Th1","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Jan 2011 Freeze",#2010-08-19#,#2009-07-02#,#2010-04-02#,"wgEncodeEH000364","GSM472914","Stam","UW",,"b44365a12cc87e527757886b3b583b50",,"hg18","wgEncode",1,"21M",2110,,"wgEncodeUwAffyExonArrayTh1SimpleSignalRep1",,"broadPeak","SimpleSignal","wgEncodeUwAffyExonArrayTh1SimpleSignalRep1.broadPeak.gz","wgEncodeUwAffyExonArrayTh1SimpleSignalRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArrayTh1SimpleSignalRep1.broadPeak.gz"
"WERI-Rb-1","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Mar 2012 Freeze",,#2011-10-24#,#2012-07-24#,"wgEncodeEH002163","GSM824870","Stam","UW","RS17575","be41e427c0e5289c2c98645860ba5733",,,"wgEncode",1,"22M",5011,,"wgEncodeUwAffyExonArrayWerirb1SimpleSignalRep1",,"broadPeak","SimpleSignal","wgEncodeUwAffyExonArrayWerirb1SimpleSignalRep1.broadPeak.gz","wgEncodeUwAffyExonArrayWerirb1SimpleSignalRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArrayWerirb1SimpleSignalRep1.broadPeak.gz"
"WI-38","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Jan 2011 Freeze",,#2011-01-11#,#2011-10-10#,"wgEncodeEH000830","GSM651582","Stam","UW",,"92c4d9af69102101b2e67c5dc4d4188b",,,"wgEncode",1,"22M",3216,,"wgEncodeUwAffyExonArrayWi38OhtamSimpleSignalRep1","4OHTAM_20nM_72hr","broadPeak","SimpleSignal","wgEncodeUwAffyExonArrayWi38OhtamSimpleSignalRep1.broadPeak.gz","wgEncodeUwAffyExonArrayWi38OhtamSimpleSignalRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArrayWi38OhtamSimpleSignalRep1.broadPeak.gz"
"WI-38","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Jan 2011 Freeze",,#2011-01-11#,#2011-10-10#,"wgEncodeEH000830","GSM651583","Stam","UW",,"f361ca9645fa5574788eb8033e274dc4",,,"wgEncode",2,"22M",3216,,"wgEncodeUwAffyExonArrayWi38OhtamSimpleSignalRep2","4OHTAM_20nM_72hr","broadPeak","SimpleSignal","wgEncodeUwAffyExonArrayWi38OhtamSimpleSignalRep2.broadPeak.gz","wgEncodeUwAffyExonArrayWi38OhtamSimpleSignalRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArrayWi38OhtamSimpleSignalRep2.broadPeak.gz"
"WI-38","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Jan 2011 Freeze",,#2011-01-11#,#2011-10-10#,"wgEncodeEH000829","GSM651580","Stam","UW",,"0bd58f69567a92d5b4b175099621ce96",,,"wgEncode",1,"22M",3216,,"wgEncodeUwAffyExonArrayWi38SimpleSignalRep1",,"broadPeak","SimpleSignal","wgEncodeUwAffyExonArrayWi38SimpleSignalRep1.broadPeak.gz","wgEncodeUwAffyExonArrayWi38SimpleSignalRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArrayWi38SimpleSignalRep1.broadPeak.gz"
"WI-38","wgEncodeUwAffyExonArray","AffyExonArray","ENCODE Jan 2011 Freeze",,#2011-01-11#,#2011-10-10#,"wgEncodeEH000829","GSM651581","Stam","UW",,"bdf0ff688df7f7770fc72510c7fc6682",,,"wgEncode",2,"22M",3216,,"wgEncodeUwAffyExonArrayWi38SimpleSignalRep2",,"broadPeak","SimpleSignal","wgEncodeUwAffyExonArrayWi38SimpleSignalRep2.broadPeak.gz","wgEncodeUwAffyExonArrayWi38SimpleSignalRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwAffyExonArray/wgEncodeUwAffyExonArrayWi38SimpleSignalRep2.broadPeak.gz"
